date_modified,rib.active_routes_count,rib.backup_routes_count,rib.deleted_routes_count,rib.paths_count,rib.protocol_route_memory,rib.routes_counts,router_id,total_paths,total_prefixes
2022-09-04T02:17:10.083Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:17:10.083Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:17:32.930Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:17:32.930Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:17:32.930Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:17:32.930Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:17:52.881Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:17:56.750Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:17:56.750Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:17:56.750Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:17:56.750Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:18:19.409Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:18:19.409Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:18:19.409Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:18:19.409Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:18:40.093Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:18:42.092Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:18:42.092Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:18:42.092Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:19:00.796Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:19:04.596Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:19:04.596Z,11,0,0,11,1760,11,1.1.1.3,42,30
